galaxy,Mgas,err_Mgas,Mdust,err_Mdust,Z,err_Z
NGC4772,2517502749.667843,28306426.13501191,15830000.0,2683000.0,0.5584701947376919,0.015431101743419048
NGC4775,1141993735.0210643,109563224.1834646,2493000.0,340300.0,0.5649369748129596,0.14308970023544987
NGC4779,3146938366.5174203,35720071.095608205,19310000.0,2670000.0,0.615176872710839,0.08923931708952748
NGC4789A,260508078.58896935,269159.6395404477,105300.0,167000.0,0.3793149849740719,0.07249261748592134
NGC4791,345639636.22867054,31782954.17090692,1463000.0,1127000.0,nan,nan
NGC4793,5290785609.010729,167694481.05252087,21300000.0,2021000.0,0.5533501092165881,0.035675799955296725
NGC4795,2967443584.7668657,423920512.1095526,3128000.0,8976000.0,nan,nan
NGC4799,3379128448.5612197,59929970.91027488,16410000.0,2525000.0,nan,nan
NGC4808,5327938394.905381,99810164.94150653,9123000.0,1055000.0,0.5236004365865462,0.05184228607869853
NGC4826,1254843230.6454835,337001103.33342546,1733000.0,185600.0,nan,nan
NGC4845,1019808330.4064951,491131193.2041409,13040000.0,1234000.0,nan,nan
NGC4866,4989190215.384728,27576304.914382394,13220000.0,4838000.0,nan,nan
NGC4904,1190228427.0886283,100098796.86669856,4319000.0,518300.0,0.5176068319513536,0.04886518478662076
NGC4941,1032242013.7882841,217994725.0877559,10950000.0,1447000.0,0.6760829753930687,0.017124124388445645
NGC4945,8472829634.501383,2330142742.204693,20610000.0,2626000.0,0.615176872710839,0.014164970966593981
NGC4961,4683592499.422543,29050539.975790594,10210000.0,1665000.0,0.22750974307749053,0.0298600509465142
NGC4981,4731349512.352619,353737168.3646575,13020000.0,1411000.0,0.6382634861915638,0.011757247909660772
NGC5010,nan,nan,24090000.0,2642000.0,nan,nan
NGC5012,5050584906.991864,37870779.40486795,43070000.0,5960000.0,nan,nan
NGC5014,58917227.71082988,6821097.50092453,180900.0,30970.0,0.46989410860591374,0.06816418369500904
NGC5016,5891173017.09978,40551106.83317044,19270000.0,2930000.0,0.6950243175899204,0.04641022635559047
NGC5023,561096318.8978602,68491109.6926441,1053000.0,202400.0,0.2070141348793552,0.023833383050621063
NGC5033,14207213374.351559,1308889479.8936718,33580000.0,14060000.0,0.6067363295894577,0.046103046920404206
NGC5055,11513850396.95797,1389125725.464393,46940000.0,5376000.0,0.6622165037028233,0.08233973188711109
NGC5103,500879650.2678066,72985319.10280617,nan,nan,nan,nan
NGC5116,2567356173.1808023,41012078.55540271,15670000.0,2367000.0,0.6011737374842197,0.08997648960502548
NGC5117,2821723689.868537,18793592.276900597,5513000.0,1676000.0,0.37844258471762837,0.06709751156764258
NGC5119,nan,nan,nan,nan,nan,nan
NGC5122,1069704054.3056736,411424636.2714147,3549000.0,5311000.0,nan,nan
NGC5128,737402055.6377789,nan,8422000.0,2079000.0,0.7161434102140657,0.0461714719425506
NGC5145,17126401376.601114,nan,40270000.0,4696000.0,0.7079457843852869,0.03260210819548166
NGC5147,2261448609.2041016,119508318.00589879,7261000.0,893600.0,0.41686938347093827,0.04127472080856237
NGC5194,3577179933.9913645,nan,nan,nan,0.7550922276666757,0.020863969287138413
NGC5195,1648387699.151138,197458865.92237252,nan,nan,nan,nan
NGC5236,9173710232.223698,2252332082.23199,19530000.0,7679000.0,0.6295061828581933,0.004348474657790744
NGC5240,2078536269.7014697,51533954.32348151,12220000.0,2259000.0,nan,nan
NGC5248,4060737358.5357647,412030354.4960654,15750000.0,1489000.0,0.6546361740683203,0.013566199461705196
NGC5273,nan,nan,67190.0,119600.0,nan,nan
NGC5290,4197212273.43584,335879540.5131927,20860000.0,2811000.0,nan,nan
NGC5300,1449559895.8545806,112287751.52751087,8900000.0,1118000.0,0.5345643593977891,0.08246895498810893
NGC5301,3895074959.928123,332519773.3184096,15320000.0,1480000.0,0.5571857489327896,0.08852476436700257
NGC5334,8975332819.343998,1044152603.9163036,42380000.0,5970000.0,0.483058802040495,0.008898271972947016
NGC5338,31622068.10785217,2666921.4716660525,325800.0,276100.0,0.4456562483981586,0.04002029593230127
NGC5347,2493128148.903885,155488231.20605105,7939000.0,1173000.0,nan,nan
NGC5348,1043419092.4172782,5982907.545947621,3263000.0,758600.0,0.5067407618255965,nan
NGC5350,5402353714.186419,451701815.5674285,20640000.0,2880000.0,nan,nan
NGC5353,3825713129.4405813,1886196960.0000057,nan,nan,nan,nan
NGC5354,4245063038.9999995,494134322.00000215,nan,nan,nan,nan
NGC5355,5854367925.0,401442372.0000004,nan,nan,nan,nan
NGC5356,707959189.9487957,152264589.40799546,7393000.0,1119000.0,nan,nan
NGC5358,4376686133.303355,nan,2533000.0,5605000.0,nan,nan
NGC5360,75494065.37041186,6188038.092208964,2028000.0,3173000.0,0.37325015779624654,0.05414473570587401
NGC5363,1395577397.296061,119407688.77380599,52480000.0,10270000.0,nan,nan
NGC5364,3397009728.791497,49178847.206096835,20350000.0,3305000.0,nan,nan
NGC5398,374417185.6167008,12343799.45275157,596800.0,126900.0,0.22318773325624153,0.04499409410769786
NGC5408,412952540.6064448,2418294.560397545,71380.0,29960.0,0.11739177426619325,0.02748851220637477
NGC5426,18579128320.0,210675585.7735105,45180000.0,21890000.0,0.5081594425613291,0.0105307232157554
NGC5427,6408059391.249369,208115303.5244855,30150000.0,11690000.0,nan,nan
NGC5457,16641222527.776695,1239008262.3323555,40700000.0,5692000.0,0.4415704473539605,0.017284810002931875
NGC5474,970331180.855247,145272439.64804313,1788000.0,437900.0,0.29580124665554786,0.016346580984920325
NGC5477,140234607.30277264,10787277.484828692,45450.0,30090.0,0.11350108156734633,0.016203445704257132
NGC5480,1760338110.44,195378185.88400027,12000000.0,1631000.0,0.5382697825171117,0.01735176768126627
NGC5481,nan,nan,nan,nan,nan,nan
NGC5485,907814212.141512,nan,1050000.0,827100.0,nan,nan
NGC5486,3607921710.7894535,nan,6224000.0,1693000.0,0.3076096814744844,0.02620700627988978
NGC5496,7337185155.132461,228910538.50166962,6295000.0,1367000.0,0.27797132677629327,0.034562842199014496
NGC5506,324321286.168,60307677.18000001,3872000.0,883700.0,0.2877398414739468,0.13979709409374425
NGC5507,644151804.7999998,119390205.20000067,nan,nan,nan,nan
NGC5529,19035866338.47087,2986018249.171921,93660000.0,15080000.0,nan,nan
NGC5560,1135970958.6570678,172289625.80173394,3193000.0,543300.0,0.5623413251912185,0.07251097014337396
NGC5566,2027183662.7318454,330199761.0072196,15700000.0,1855000.0,nan,nan
NGC5569,638587642.8983846,4988965.960143654,3554000.0,3352000.0,0.40364539296818436,0.06041281120579657
NGC5574,112158837.7258237,nan,nan,nan,nan,nan
NGC5576,190859890.66942754,15028338.297629138,nan,nan,nan,nan
NGC5577,1110875801.8792396,102372735.48525861,6458000.0,908500.0,0.5069907082754718,0.03385428816769858
NGC5582,nan,nan,4752000.0,7834000.0,nan,nan
NGC5584,6610201195.728781,696176860.6283301,24050000.0,3342000.0,0.39810717055406686,0.004583378181661507
NGC5636,250449290.6994166,nan,3776000.0,1121000.0,0.5623413251912185,0.08675419642153785
NGC5638,108998783.93111575,nan,nan,nan,nan,nan
NGC5645,1124398385.1925201,5259113.405442465,3488000.0,505200.0,0.3169567463047791,0.04670847226659352
NGC5658,537429266.1486249,13877280.699473845,1763000.0,364900.0,0.31988951096957474,0.03167263123265025
NGC5667,3406726044.6530914,343313477.368142,8641000.0,3088000.0,0.3258367010024538,0.02325826864484529
NGC5668,6932431962.119598,86772004.83786981,26670000.0,4846000.0,0.40364539296818436,0.03345940312936471
NGC5669,1988935385.2371294,31103051.677597605,5139000.0,690600.0,0.3872576449221677,0.04636807137799524
NGC5689,837471488.0,209367871.9999999,3807000.0,1666000.0,nan,nan
NGC5690,12907582001.328255,4170017656.354629,13330000.0,1429000.0,0.45185594437558707,0.05826445865521798
NGC5691,2933827920.0,1040847714.5058541,6244000.0,836000.0,0.4187935651185246,0.033750773702943236
NGC5693,2669540651.4782786,nan,4282000.0,14500000.0,0.4405548635071986,0.06593697898827355
NGC5701,10383846931.658936,22507178.4958238,19990000.0,3511000.0,0.8053784412004084,0.29114902568960976
NGC5705,2636225958.7133927,392497885.99836224,7828000.0,3226000.0,0.31768740706540766,0.029991593797379666
NGC5713,2798361991.5207715,303378318.92891276,6622000.0,723700.0,0.5597576014959748,0.04253335379354155
NGC5719,19303554736.272785,4061128967.464111,18410000.0,2199000.0,nan,nan
NGC5728,1807116476.9571366,237058670.03474066,16980000.0,1816000.0,0.7709034690657016,0.06390255009631227
NGC5740,5935904640.415112,30933896.2938144,14620000.0,2044000.0,0.6237348354834039,0.03446886081997582
NGC5746,5341968038.538215,32180532.535227228,70890000.0,9088000.0,0.71779429127253,0.016527824349209057
NGC5750,1103318172.0,312259860.0000015,7325000.0,1245000.0,0.6854882264537667,0.036303084348084234
NGC5777,7238163901.575303,303396091.6827982,25570000.0,5731000.0,nan,nan
NGC5850,1350377483.6722996,10549824.091189858,15110000.0,2804000.0,nan,nan
NGC5866,nan,nan,4193000.0,590900.0,nan,nan
NGC5899,7201870277.680878,798776309.8680053,60240000.0,8415000.0,nan,nan
NGC5907,21446536429.994995,2693659707.758806,70330000.0,8066000.0,0.5308844442318,0.035449791614339504
NGC5953,1160154975.8081582,nan,nan,nan,nan,nan
NGC5954,2412313477.7529144,29181210.54774924,nan,nan,nan,nan
NGC6143,13661735750.777605,nan,45250000.0,7980000.0,nan,nan
NGC6221,13696468296.59731,6712021875.746608,11680000.0,1832000.0,nan,nan
NGC6300,1652879920.9463773,130062682.30397783,9880000.0,2743000.0,nan,nan
NGC6673,303553406.87290794,14693878.327534504,nan,nan,nan,nan
NGC6703,219161117.69014055,36252214.95626398,nan,nan,nan,nan
NGC6798,nan,nan,1918000.0,8764000.0,nan,nan
NGC6814,5870695481.6,544528155.5463244,30590000.0,6043000.0,0.4027170343258828,0.10107463615279144
NGC6822,107981792.26576859,10547058.779447217,94360.0,32620.0,0.1339303392281152,0.02659267385024772
NGC6946,14088323450.354012,2753311625.363014,33900000.0,4596000.0,0.615176872710839,0.09348880837950116
NGC7090,1258239714.6877193,76773948.69280998,6565000.0,847900.0,0.47315125896200183,0.11657340081108788
NGC7172,3513973696.8,nan,19000000.0,3305000.0,nan,nan
NGC7213,36382562202.36766,12309529886.06233,30720000.0,5874000.0,nan,nan
NGC7314,2795882167.661324,146842550.82254866,13130000.0,1780000.0,nan,nan
NGC7320,387723086.23495847,3931286.0241289227,1116000.0,153400.0,0.3118889584098145,0.014363017326082375
NGC7331,12544388384.04281,170421367.85867983,65020000.0,9651000.0,0.6338697112579323,0.04816478528543231
NGC7463,1633392770.647466,11044729.569135023,3840000.0,599700.0,nan,nan
NGC7465,4192199822.3632812,19206246.295929007,5120000.0,1047000.0,nan,nan
NGC7552,29879870365.94494,6735144185.591119,37460000.0,12870000.0,0.5888436553565085,0.025761389835642187
NGC7582,15753047777.191084,nan,23820000.0,2569000.0,0.6382634861915638,0.0499683036160609
NGC7625,3535781405.723572,390199769.66677594,8904000.0,1240000.0,0.6745280276990072,0.09474264906460397
NGC7667,890332973.4413588,5970380.088956752,216300.0,302700.0,0.19483820507853006,0.0354418921782159
NGC7689,5011950399.279532,217789488.10239774,17440000.0,2555000.0,nan,nan
NGC7690,1758326230.0294216,140234607.30296063,3248000.0,756900.0,nan,nan
NGC7694,480299755.39601153,49442621.87900134,1078000.0,357500.0,0.4226686142660536,0.047688292073802874
NGC7710,nan,nan,3011000.0,4954000.0,nan,nan
NGC7714,nan,nan,5828000.0,2395000.0,nan,nan
NGC7715,nan,nan,684800.0,30180000.0,nan,nan
NGC7716,4546079530.432587,54444069.363413095,12800000.0,2554000.0,0.568852930844722,0.023576981016052736
NGC7721,13438267866.722357,1067030772.4559642,48140000.0,8339000.0,0.5457578610921104,0.008796577407346882
NGC7755,8219818390.086332,1162185119.4209528,27960000.0,3528000.0,0.5610479760333387,0.011626746354624646
NGC7757,906991156.0153654,65801319.16189923,2975000.0,988400.0,nan,nan
NGC7764,1110804800.0,104137950.00000025,6340000.0,3143000.0,0.48865235934337925,0.08888792742418504
NGC7793,933811212.9774024,58448943.066534154,3787000.0,649100.0,0.4446312674697612,0.03378544383572458
PGC007045,nan,nan,1260000.0,258100.0,nan,nan
PGC008962,1163744225.0862422,76139610.318815,nan,nan,0.16443717232167987,0.039756211080822564
PGC009485,449584883.0332974,143083002.11270058,nan,nan,0.7816278045893251,0.1997738629540569
PGC012608,1602920319.542793,nan,151600.0,307900.0,nan,nan
PGC013058,nan,nan,241100.0,145200.0,nan,nan
PGC013084,nan,nan,nan,nan,nan,nan
PGC013097,nan,nan,nan,nan,nan,nan
PGC013146,nan,nan,nan,nan,nan,nan
PGC013230,nan,nan,nan,nan,nan,nan
PGC013343,nan,nan,nan,nan,nan,nan
PGC013635,nan,nan,153100.0,343500.0,nan,nan
PGC027066,nan,nan,17880000.0,25930000.0,nan,nan
PGC028759,121594026.34007603,32900227.4410401,nan,nan,nan,nan
PGC029653,77115134.71417722,2629155.93402924,2940.0,7240.0,0.07053951023243692,0.015753372347064816
PGC034407,nan,nan,537900.0,920200.0,nan,nan
PGC039052,374291421.195737,29356189.7904889,1272000.0,2056000.0,0.4742419852609509,0.07425481174992099
PGC039799,45931038.4827029,754513.9800477228,nan,nan,nan,nan
PGC040045,12830761.119259616,814651.4875926223,nan,nan,nan,nan
PGC040074,nan,nan,nan,nan,nan,nan
PGC040547,nan,nan,nan,nan,nan,nan
PGC040659,nan,nan,1294000.0,3506000.0,nan,nan
PGC040759,nan,nan,94830.0,310200.0,nan,nan
PGC040819,nan,nan,nan,nan,nan,nan
PGC040821,nan,nan,nan,nan,nan,nan
PGC041994,889600965.1009747,21080592.95227277,nan,nan,nan,nan
PGC042068,5471816.656271362,400376.8230508807,59020.0,135000.0,0.3013006024190146,0.04995145984610739
PGC042147,nan,nan,nan,nan,nan,nan
PGC042160,145650030.23222917,4265900.29797172,364900.0,421900.0,0.2564484036521015,0.02598174794035242
PGC042902,nan,nan,nan,nan,nan,nan
PGC043526,nan,nan,2657000.0,1817000.0,nan,nan
PGC044532,787093638.9185464,2338364.9857849753,441900.0,139300.0,0.16170338805149032,0.015265768243378814
PGC046875,1275552391.1449373,140822860.24024653,1115000.0,4406000.0,nan,nan
PGC065367,2999078.599119623,332734.7068271217,nan,nan,nan,nan
PGC072006,2076800519.1157682,91416856.69961914,5286000.0,6262000.0,nan,nan
PGC090942,4745331560.728699,269619857.6690498,nan,nan,nan,nan
PGC091228,130056716.86941624,4579462.068239317,nan,nan,0.25118864315127876,0.06709245412896851
PGC093080,5336589915.519666,27884111.212700695,nan,nan,nan,nan
PGC093119,4005785965.560467,619076012.8593469,nan,nan,nan,nan
PGC166069,3933307.1443336084,709257.7463772548,nan,nan,nan,nan
PGC166071,3822767590.684755,nan,4539000.0,53570000.0,nan,nan
PGC166077,1889236.868907133,320224.652125537,125400.0,108100.0,nan,nan
PGC166755,6009597923.903029,233836495.09350333,13210000.0,7216000.0,nan,nan
PGC166861,226149733.95871508,nan,470300.0,1801000.0,nan,nan
PGC2807061,20179580.096012093,2566793.652278878,nan,nan,nan,nan
SDSSJ121727.85+071937.6,75505648.84260178,3146068.813394309,nan,nan,nan,nan
SDSSJ140638.13+545947.6,350930388.6630571,86814300.4856528,296600.0,1087000.0,nan,nan
UGC00300,359664090.12138367,3738712.055711155,nan,nan,0.16634126503720645,0.01953376077845313
UGC00313,176171026.84089845,13260184.77045353,2669000.0,1480000.0,0.34994516702884293,0.12489567136975942
UGC00320,1352856142.1815834,28184503.962073136,nan,nan,nan,nan
UGC00772,275275855.11578,4179893.5752857374,nan,nan,0.192752491319249,0.029736543881003722
UGC00931,1147695073.9199998,169763229.68400067,3618000.0,4597000.0,0.15559656316068124,0.02687057451412581
UGC02392,974309944.3329529,13278500.055202447,966100.0,1139000.0,nan,nan
UGC02826,879320347.3798145,nan,3507000.0,681100.0,nan,nan
UGC03016,362284603.0,106554295.00000045,3551000.0,1639000.0,nan,nan
UGC03701,3694170155.529196,442599271.30302477,5773000.0,5027000.0,0.39810717055406686,0.03575034981695259
UGC03960,nan,nan,nan,nan,nan,nan
UGC04305,556119339.1802452,1702406.1403476961,129300.0,73120.0,0.10280162981274794,0.011598765516777833
UGC04483,37627184.32473233,nan,18990.0,40190.0,0.06739786504989123,0.012415145549084464
UGC04549,1157744123.1333373,118352385.05715357,4506000.0,1377000.0,0.5164163692728557,0.08085829908930045
UGC04551,352700937.8328623,nan,nan,nan,nan,nan
UGC04684,3274160213.9013467,33684775.43973348,3600000.0,610000.0,0.3890451449948342,0.05822762083886146
UGC05139,186684502.22088167,15239551.201704679,nan,nan,0.14554590805835593,0.03485371117712268
UGC05336,nan,nan,141200.0,471500.0,nan,nan
UGC05340,961668945.4125797,1922568.8743337553,34980.0,324400.0,0.30060763026310944,0.06852529018014956
UGC05364,7815613.46,9128.612164081298,nan,nan,nan,nan
UGC05373,41742834.609602325,37938.17920628995,14350.0,18370.0,0.08592315028522746,0.017348770118870212
UGC05423,62966798.08483588,14859421.376952473,95060.0,351600.0,nan,nan
UGC05454,2124823904.7883232,30987014.178776287,190400.0,761800.0,0.20749135174574312,0.03392142103531194
UGC05570,nan,nan,5314000.0,7039000.0,nan,nan
UGC05612,1188113208.0,66293273.20000022,4131000.0,1002000.0,nan,nan
UGC05686,1991418445.2310872,241783696.44086146,12620000.0,11560000.0,nan,nan
UGC05689,3820699852.5058966,877728344.4945995,12430000.0,3407000.0,nan,nan
UGC05692,2910728.6143597923,145536.43071799012,354700.0,222800.0,0.2648500138610124,0.025003427445628786
UGC05720,2305508508.0,729322233.9770242,2072000.0,388900.0,0.46413458383640727,nan
UGC05846,1459266824.0000002,nan,31440.0,626700.0,nan,nan
UGC05955,nan,nan,nan,nan,nan,nan
UGC05958,369620984.58986104,10375325.998499407,2829000.0,1585000.0,0.38370724549282303,0.05919574509757292
UGC05990,498955348.75801104,23388532.553892266,3036000.0,1450000.0,0.37583740428897394,0.024231132926158395
UGC06016,4200172143.6487064,1050043035.8677279,nan,nan,0.19230917289124427,0.029225343493205748
UGC06023,1520822572.5092444,16411754.731472723,7494000.0,1039000.0,0.4677351412878926,0.009692999674192968
UGC06324,185534709.12903035,4104750.280456473,610700.0,1015000.0,nan,nan
UGC06341,635158096.9762825,14435411.713950124,nan,nan,0.21577444091553125,0.0372629258326049
UGC06566,1315356615.2441828,158642250.8414171,nan,nan,nan,nan
UGC06575,4082045857.8050313,437525685.7689504,8065000.0,2006000.0,0.2697739432448424,0.04596713205435514
UGC06728,nan,nan,496100.0,3841000.0,nan,nan
UGC06879,1914203634.232577,237759133.276037,7764000.0,1683000.0,0.43151907682839336,0.06657182937441304
UGC06919,nan,nan,3325000.0,1332000.0,nan,nan
UGC06998,1499121590.2805328,13607759.695842912,475600.0,2221000.0,0.30269134281053656,0.043909272145249235
UGC07035,316822745.1806938,12786568.589876441,798700.0,1124000.0,0.29580124665554786,0.04290977508541645
UGC07086,2218864417.372444,118867736.64495273,11610000.0,2305000.0,nan,nan
UGC07089,361517816.44636416,nan,3495000.0,3020000.0,0.39168953644176613,nan
UGC07094,162036425.0370383,15715907.445063978,313000.0,502600.0,0.2729433640734218,nan
UGC07178,1444145517.787819,10574286.845019799,397800.0,2629000.0,0.3365115693759526,0.06198772186122872
UGC07184,1791582256.9915566,26116359.312231995,1797000.0,4989000.0,0.306196343369479,0.027496682295111905
UGC07249,1165404886.020989,12416794.556667188,1634000.0,4098000.0,0.19230917289124427,0.022140411737277082
UGC07321,5581097787.917121,12278142.81949642,9255000.0,2558000.0,0.2691534803930415,0.04586141058437103
UGC07387,1394333314.9461815,30985184.54857432,8153000.0,1824000.0,0.4446312674697612,0.07268989431322273
UGC07396,1201997873.5791502,27256188.958729293,1996000.0,5113000.0,0.28054336379553996,0.04328032281675294
UGC07411,nan,nan,981100.0,667400.0,nan,nan
UGC07422,34915961.18455396,4364495.148069266,266500.0,71600.0,0.5956621435299416,0.08778001741781641
UGC07436,nan,nan,nan,nan,nan,nan
UGC07522,1746987183.9368873,29710666.257956956,19770000.0,3055000.0,nan,nan
UGC07579,814291951.1912385,35575864.34709413,5434000.0,1540000.0,0.4092606597306002,0.06219559462016362
UGC07596,2585477.13716526,198882.85955462226,6807.0,41230.0,nan,nan
UGC07636,1065700.48,nan,nan,nan,nan,nan
UGC07688,nan,nan,nan,nan,nan,nan
UGC07700,5405060743.984559,505288964.7351033,8029000.0,2986000.0,0.35563131856948,0.03766808314604949
UGC07795,219722326.03067222,2741633.248053817,535900.0,843800.0,0.14859356422886438,0.2350565868990369
UGC07802,302838740.4129284,6950397.459206168,1374000.0,1388000.0,0.31988951096957474,0.046404087619929126
UGC07916,294326988.7746094,1099994.116683198,132800.0,132500.0,nan,nan
UGC07982,650231649.1611634,7855147.952773814,4306000.0,949200.0,0.5128613839921421,0.08030167447360373
UGC07991,330560648.88987523,8854303.723547399,2639000.0,1245000.0,0.33419504002657285,0.05309636369494214
UGC08032,33607365.787689134,3179075.114643242,902400.0,310400.0,0.48417236758482474,0.07580966917077599
UGC08042,677135817.9098352,30384300.7654451,4198000.0,7094000.0,0.3999447497616703,0.05985894322347882
UGC08181,287290281.4398361,3220743.0859143836,635700.0,839900.0,0.17701089583194746,0.05054024860499722
UGC08201,170715803.83264622,nan,249500.0,270700.0,nan,nan
UGC08246,1507889387.9992461,8394652.004475674,2782000.0,1180000.0,0.21928049353531537,0.022721039801953783
UGC08333,1217175987.1598797,6532250.05400252,3948000.0,2926000.0,0.15066070661884085,0.1991258217701891
UGC08412,130048975.4216439,2750280.5062371683,nan,nan,0.12050359403730407,0.033851313072476616
UGC08630,2008864817.3163595,21792418.266823534,3624000.0,1180000.0,0.2582260190637918,0.042810291512617095
UGC08662,852696074.8960422,26739600.296246383,1602000.0,5416000.0,0.24660393372374728,0.01930610241665018
UGC08693,2894951203.389613,44289934.36899064,8112000.0,1913000.0,0.347536161443688,0.11923450610791513
UGC08756,613860222.7283899,241159373.21472546,2284000.0,604000.0,nan,nan
UGC08857,nan,nan,212400.0,234500.0,nan,nan
UGC09242,2799153250.1877418,nan,1403000.0,609500.0,0.2535128630501153,0.03560783129984004
UGC09299,9189801947.70797,16143700.584189584,3767000.0,1549000.0,0.26668586645249387,0.01105320421090653
UGC09310,1536823852.8621674,17219314.81511837,5133000.0,8869000.0,nan,nan
UGC09392,288779457.0254593,14973749.422846783,nan,nan,0.1256029963696188,0.0367298715586731
UGC09426,1595749791.3760703,nan,nan,nan,nan,nan
UGC09470,1112789858.8613439,20692373.578463238,1776000.0,1626000.0,0.22803420720032563,0.01680218131815554
UGC09482,2132113440.5253227,36384188.11805738,2082000.0,4095000.0,0.22335722228333008,0.021600558438576743
UGC10854,2404631579.065662,288325129.3843727,12590000.0,10590000.0,0.23173946499713802,0.052292784080977414
UGC12160,5218811767.204717,523735106.30029833,2303000.0,1633000.0,nan,nan
UGC12313,1848870711.322585,17930859.420168716,4220000.0,6111000.0,nan,nan
UGC12690,2826598746.4205937,22082802.706410956,10860000.0,6360000.0,0.23933157564084004,0.03582028569298086
UGC12709,2971509636.8397903,29075436.433257822,5296000.0,6953000.0,0.2735268726310288,0.017634929184703555
